path,label,split,fold,frame_count,frame_width,frame_height,video_fps,youtube_id,youtube_sequence,source,target
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/759.mp4,0,test,youtube,434,1920,1080,30,ta1sycJ415M,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/467.mp4,0,test,youtube,423,640,480,30,fDitQjJwYkE,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/462.mp4,0,test,youtube,585,640,480,30,evElKi784UA,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/314.mp4,0,test,youtube,413,1280,720,30,OiS5rleK-F0,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/347.mp4,0,test,youtube,458,854,480,30,SzYw04N10rM,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/741.mp4,0,test,youtube,370,640,480,25,t0YYLT7MEW4,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/731.mp4,0,test,youtube,778,600,480,25,sgoA6ahEvjw,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/970.mp4,0,test,youtube,476,656,480,25,zA9-nGZacyg,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/973.mp4,0,test,youtube,533,600,480,25,zD4gR7-ZMhE,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/634.mp4,0,test,youtube,338,1280,720,25,ofROXMIk6Ww,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/660.mp4,0,test,youtube,340,1280,720,25,py7dn9jPAuU,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/494.mp4,0,test,youtube,802,1280,720,25,hE0zjQEi5MQ,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/445.mp4,0,test,youtube,1053,1280,720,25,dY2Tk6DUXMg,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/706.mp4,0,test,youtube,328,1920,1080,30,rgkJiQbfE8Q,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/479.mp4,0,test,youtube,488,1920,1080,30,gMeoAiFjprk,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/186.mp4,0,test,youtube,334,1920,1080,30,Dv5jIIGBDLM,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/170.mp4,0,test,youtube,504,1920,1080,30,CYxf0PAbKdY,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/176.mp4,0,test,youtube,376,1920,1080,30,DNdoVRx9iQc,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/190.mp4,0,test,youtube,331,1920,1080,30,EDcTF0a549E,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/380.mp4,0,test,youtube,455,640,480,30,Xgor7M--cI4,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/358.mp4,0,test,youtube,534,640,480,30,Va8XVrFoErU,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/214.mp4,0,test,youtube,462,854,480,30,G-DBOlOFzBs,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/255.mp4,0,test,youtube,470,1280,720,30,J4Q04urrYPw,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/454.mp4,0,test,youtube,384,854,480,30,duNlE7wADiY,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/527.mp4,0,test,youtube,342,1280,720,30,jTmquAAj8Dw,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/425.mp4,0,test,youtube,336,854,480,30,c1TA16lezyE,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/485.mp4,0,test,youtube,803,854,480,30,gg4kmoSfoTw,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/388.mp4,0,test,youtube,636,640,480,30,Z2aWbbwo6I0,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/308.mp4,0,test,youtube,502,1280,720,30,NvvZkR1YUMw,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/384.mp4,0,test,youtube,462,1920,1080,25,YO4G6bBEfsw,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/932.mp4,0,test,youtube,484,1280,720,25,y_vhh1BuwDQ,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/035.mp4,0,test,youtube,423,640,480,25,1aJO2VkfZiY,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/036.mp4,0,test,youtube,337,640,480,25,1lgHcDoKRGA,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/257.mp4,0,test,youtube,763,656,480,25,JBtvYyQb56c,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/420.mp4,0,test,youtube,1126,600,480,25,bbAebmBN4rs,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/924.mp4,0,test,youtube,1248,600,480,25,yNtEPE_OCfg,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/917.mp4,0,test,youtube,448,656,480,25,yCouT9KbiEo,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/114.mp4,0,test,youtube,1269,640,480,25,8SIY0viEMBs,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/102.mp4,0,test,youtube,389,720,480,25,7p6Ywa7EB04,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/732.mp4,0,test,youtube,426,600,480,25,sjTxzMFOey8,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/691.mp4,0,test,youtube,540,1280,720,25,r7_I52yB7fE,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/550.mp4,0,test,youtube,444,640,480,30,kTQEQ-sRVcg,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/452.mp4,0,test,youtube,606,640,480,30,drpL3vmGKSw,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/280.mp4,0,test,youtube,606,854,480,30,KzZ9hNuWfAY,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/249.mp4,0,test,youtube,632,854,480,30,IMnplOSVc8M,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/842.mp4,0,test,youtube,447,656,480,25,wLkWLkZTEAU,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/714.mp4,0,test,youtube,560,1280,720,25,s5rQrYj50I0,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/625.mp4,0,test,youtube,332,640,480,25,oAHHbpD_uN8,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/650.mp4,0,test,youtube,693,656,480,25,pbYYDdYlnA0,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/024.mp4,0,test,youtube,306,640,480,25,0HH9SA6PtGE,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/073.mp4,0,test,youtube,703,1280,720,25,5QOExrnlHXs,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/044.mp4,0,test,youtube,335,1280,720,30,2JLZ-ycl710,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/945.mp4,0,test,youtube,761,1280,720,30,yplO7uWY1EM,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/896.mp4,0,test,youtube,531,640,480,25,xhyyVne3VhI,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/128.mp4,0,test,youtube,735,640,480,25,9Q10HCcHtpY,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/862.mp4,0,test,youtube,470,1280,720,30,wuJZuJPVRUk,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/047.mp4,0,test,youtube,319,854,480,30,2VcewGxmq9U,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/607.mp4,0,test,youtube,454,1920,1080,30,nZ0W1dge0Eg,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/683.mp4,0,test,youtube,302,1920,1080,30,qwB6fx8caeY,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/517.mp4,0,test,youtube,373,654,480,30,idie66aX9qM,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/521.mp4,0,test,youtube,304,640,480,30,imwcT784F8k,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/682.mp4,0,test,youtube,965,600,480,25,quEmrM3Jx1Q,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/669.mp4,0,test,youtube,489,640,480,25,qYk0KzNLjDI,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/138.mp4,0,test,youtube,410,600,480,25,A0WteaMNXXw,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/142.mp4,0,test,youtube,962,600,480,25,AMaamrn_YGw,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/552.mp4,0,test,youtube,303,1280,720,24,kUmXyBm9ksQ,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/851.mp4,0,test,youtube,833,1280,720,24,wedLZCKQSrM,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/376.mp4,0,test,youtube,515,1280,720,25,XF_ctM1GMg8,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/381.mp4,0,test,youtube,578,656,480,25,Xt8yDHZ_wNY,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/000.mp4,0,test,youtube,396,640,480,25,--b1Ua-kWJE,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/003.mp4,0,test,youtube,303,640,480,25,-9Gg5zdX7nU,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/048.mp4,0,test,youtube,485,640,480,25,2_FZClSHjLI,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/029.mp4,0,test,youtube,416,586,480,25,10r7mRtkE0s,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/724.mp4,0,test,youtube,600,1920,1080,30,sTc6Dp4tCAo,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/725.mp4,0,test,youtube,699,1280,720,30,sZ8hFchh-i8,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/608.mp4,0,test,youtube,1205,600,480,25,nZJJVq_Mfvg,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/675.mp4,0,test,youtube,421,600,480,25,qlV7kuB8whM,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/386.mp4,0,test,youtube,449,1920,1080,30,Yfud48LLuT8,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/154.mp4,0,test,youtube,594,1280,720,30,BP52hP0TLU0,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/220.mp4,0,test,youtube,357,720,480,25,GYoceL31dAo,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/219.mp4,0,test,youtube,350,1280,720,25,GSlQV8vnQ6Q,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/801.mp4,0,test,youtube,444,640,480,25,v-y4B942nxM,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/855.mp4,0,test,youtube,630,640,480,25,wlBUt9_tpzo,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/161.mp4,0,test,youtube,369,640,480,30,C3vd0HQ0yVM,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/141.mp4,0,test,youtube,508,854,480,30,ALW9IXRMi1g,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/949.mp4,0,test,youtube,686,640,480,30,ysNczfg7n8w,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/868.mp4,0,test,youtube,431,654,480,30,x7A_JH9ENBQ,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/880.mp4,0,test,youtube,435,1920,1080,24,xOHUoBze-CU,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/135.mp4,0,test,youtube,327,1280,720,24,9kC9xAhlJJg,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/429.mp4,0,test,youtube,457,656,480,25,cL98eAbgq0Q,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/404.mp4,0,test,youtube,798,1280,720,25,a1xn-ujCDx8,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/071.mp4,0,train,youtube,453,654,480,30,5IO7gc9JjII,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/054.mp4,0,train,youtube,368,640,480,30,33-BEVrpH60,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/087.mp4,0,train,youtube,309,640,480,25,6mHtx4slYY0,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/081.mp4,0,train,youtube,1170,600,480,25,6DDf4JaUypo,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/881.mp4,0,train,youtube,638,720,480,30,xPv2ypSbhco,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/856.mp4,0,train,youtube,1103,1280,720,30,wlSJLDlCxlY,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/187.mp4,0,train,youtube,986,1280,720,30,DxSGldup4_w,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/234.mp4,0,train,youtube,528,1280,720,30,HJny2NcQbs4,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/645.mp4,0,train,youtube,554,1920,1080,30,pSc8pCb5ug0,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/688.mp4,0,train,youtube,571,1280,720,30,r4TBt40XUuA,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/754.mp4,0,train,youtube,401,1280,720,30,tR5XH1bzdEM,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/758.mp4,0,train,youtube,391,640,480,30,tXcHhpmBSKI,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/811.mp4,0,train,youtube,542,1280,720,25,vPFPOK5o3j0,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/920.mp4,0,train,youtube,371,1920,1080,25,yIhjWIKFW8k,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/710.mp4,0,train,youtube,378,854,480,25,ruZtZsKYRu4,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/788.mp4,0,train,youtube,534,656,480,25,ukdxw_rACaw,1,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/628.mp4,0,train,youtube,895,640,480,25,oDT6cGIkn_Q,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/568.mp4,0,train,youtube,570,640,480,25,lC97iPswEbc,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/312.mp4,0,train,youtube,428,640,480,30,ObRlX1pCh_w,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/021.mp4,0,train,youtube,431,654,480,30,085nRNJXUYk,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/950.mp4,0,train,youtube,763,1920,1080,30,yuLW_66B3wc,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/836.mp4,0,train,youtube,343,1280,720,30,wCIDKwgcpfw,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/059.mp4,0,train,youtube,721,640,480,25,3RnfV-yicmw,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/050.mp4,0,train,youtube,530,640,480,25,2fUBAzRHK-Y,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/524.mp4,0,train,youtube,527,854,480,30,j8iHnieUckQ,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/580.mp4,0,train,youtube,292,1280,720,30,mFCeqSggo2Y,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/751.mp4,0,train,youtube,331,640,480,30,tKVEzPMy9x0,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/752.mp4,0,train,youtube,1016,1280,720,30,tPT-6R-a1W0,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/918.mp4,0,train,youtube,472,978,720,25,yE1vy3JnftM,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/934.mp4,0,train,youtube,377,1280,720,25,ybIKgqf-Zls,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/604.mp4,0,train,youtube,825,1280,720,30,nUBlVCwus20,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/703.mp4,0,train,youtube,375,1280,720,30,rWN7jc2SRCw,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/296.mp4,0,train,youtube,336,640,480,25,MwBwGsezYpA,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/293.mp4,0,train,youtube,758,656,480,25,MFBQjYFNLw0,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/518.mp4,0,train,youtube,295,854,480,18,ijy-DGWS-fQ,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/131.mp4,0,train,youtube,306,600,480,15,9W5-B_oWec8,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/536.mp4,0,train,youtube,603,1280,720,25,juzG8oEdMUg,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/540.mp4,0,train,youtube,957,1280,720,25,k3dG4lBI7IU,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/969.mp4,0,train,youtube,356,656,480,25,z9kvKAg_uTQ,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/897.mp4,0,train,youtube,333,656,480,25,xiGGcoQG8JI,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/372.mp4,0,train,youtube,486,854,480,25,X7vHxOyOYvQ,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/413.mp4,0,train,youtube,379,640,480,25,atLkFI8Ehvs,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/357.mp4,0,train,youtube,346,854,480,30,VS6s6Qd9LFw,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/432.mp4,0,train,youtube,360,640,480,30,cWmtd4zbOb8,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/809.mp4,0,train,youtube,367,656,480,25,vOR4lA-aOfI,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/799.mp4,0,train,youtube,1227,1280,720,25,uzWFtZBcOIA,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/092.mp4,0,train,youtube,460,720,480,25,6yDH-LUybFM,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/098.mp4,0,train,youtube,299,656,480,25,7OpTmxsRmsU,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/302.mp4,0,train,youtube,875,854,480,25,NS1X-mcitLI,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/323.mp4,0,train,youtube,456,656,480,25,QLpd-5DxgGs,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/981.mp4,0,train,youtube,372,600,480,25,zNlTg-jqSPc,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/985.mp4,0,train,youtube,343,640,480,25,zRUomg6M3j0,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/512.mp4,0,train,youtube,750,640,480,25,iHil5m6L0to,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/495.mp4,0,train,youtube,573,640,480,25,hRJuLHTsUUg,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/088.mp4,0,train,youtube,665,640,480,25,6oX4unjn8hE,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/060.mp4,0,train,youtube,844,600,480,25,3nRtQQh5VPY,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/795.mp4,0,train,youtube,550,1280,720,30,uvbyZZFC25g,0,,
C:/Users/nathan/seeable/data/original_sequences/youtube/c23/videos/907.mp4,0,train,youtube,525,1280,720,30,y15orJ68Pzs,0,,
